,Unnamed: 0,index,contract_id,ico,dlhy_nedoplatky,pohladavky_statu,employees,competition,money_saved,money_spent,sales,profit,company_age
1269,1766,1766,415195,31573258.0,0,0,10,2,0.2655,168768.0,2902809.0,115904,10033.0
1270,1767,1767,407627,36699608.0,0,0,2,6,13.9512,191926.0,1207664.0,-5198,4913.0
1271,1768,1768,414906,36639630.0,0,0,2,2,0.9008,533626.0,954536.0,18509,5398.0
1272,1769,1769,411592,31441751.0,0,0,100,3,1.295,140922.0,41954413.0,1650453,9729.0
1273,1770,1770,411592,31441751.0,0,0,100,3,1.9111,49710.0,41954413.0,1650453,9729.0
1274,1771,1771,413049,35760419.0,0,0,250,3,16.1688,210900.0,57372000.0,8067000,7748.0
1275,1773,1773,414910,31628605.0,0,0,50,4,0.0,75000.0,16337779.0,152856,9123.0
1276,1774,1774,412754,36851264.0,0,0,5,2,0.4034,120966.0,4725046.0,81086,4569.0
1277,1775,1775,412754,36851264.0,0,0,5,2,0.1992,23089.0,4725046.0,81086,4569.0
1278,1776,1776,412864,31588794.0,0,0,25,3,6.1517,575386.0,3680944.0,77218,9792.0
1279,1777,1777,411465,31628206.0,0,0,1,2,21.0708,250427.0,217098.0,-3707,9134.0
1280,1778,1778,412184,17317282.0,0,0,500,6,19.7619,4546377.0,146410075.0,4344207,10552.0
1281,1779,1779,411510,34113924.0,0,0,250,4,3.6366,55519.0,319548045.0,1503146,9241.0
1282,1780,1780,411510,34113924.0,0,0,250,3,0.3205,8737.0,319548045.0,1503146,9241.0
1283,1781,1781,411510,34113924.0,0,0,250,2,25.8304,8709.0,319548045.0,1503146,9241.0
1284,1782,1782,411510,31717802.0,1,0,25,4,16.9647,11742.0,17783353.0,369611,8912.0
1285,1783,1783,411510,34113924.0,0,0,250,4,36.8374,4433.0,319548045.0,1503146,9241.0
1286,1784,1784,406208,34152059.0,0,0,10,3,28.3907,34300.0,1224570.0,23039,8536.0
1287,1785,1785,407409,36228427.0,0,0,25,2,0.5982000000000001,299401.0,7542053.0,271048,7975.0
1288,1786,1786,408919,17317282.0,0,0,500,5,1.4327,1371151.0,146410075.0,4344207,10552.0
1289,1788,1788,415120,47243147.0,0,0,50,1,-0.5778,690845.0,2223706.0,128831,2732.0
1290,1789,1789,412240,17317282.0,0,0,500,6,32.8033,429194.0,146410075.0,4344207,10552.0
1291,1790,1790,413786,31360696.0,0,0,10,2,36.0781,156588.0,7983309.0,882415,9687.0
1292,1791,1791,413786,31360696.0,0,0,10,2,46.6572,100094.0,7983309.0,882415,9687.0
1293,1792,1792,413786,31360696.0,0,0,10,2,40.3244,187643.0,7983309.0,882415,9687.0
1294,1793,1793,415833,36024473.0,0,0,50,1,0.0083,180600.0,13485022.0,1061362,8252.0
1295,1794,1794,408392,31657371.0,0,0,10,3,0.3636,550000.0,2417632.0,-6423,10115.0
1296,1795,1795,414169,35938111.0,0,0,25,5,16.666700000000002,2400000.0,57647133.0,864265,5451.0
1297,1798,1798,401019,36716235.0,0,0,10,1,14.8738,581679.0,3316853.0,257050,4879.0
1298,1799,1799,413481,31563732.0,0,0,250,2,25.3114,200376.0,17654998.0,10792,10215.0
1299,1801,1801,406434,36017671.0,0,0,10,3,3.2487000000000004,157476.0,4998035.0,53788,8480.0
1300,1802,1802,406434,36017671.0,0,0,10,3,1.5907,66010.0,4998035.0,53788,8480.0
1301,1803,1803,414445,46120602.0,0,0,150,3,3.883000000000001,2184108.0,21818844.0,346238,3317.0
1302,1804,1804,413988,36320706.0,0,0,5,1,0.0,170500.0,1648870.0,61246,6768.0
1303,1805,1805,415007,43989268.0,0,0,100,2,-0.9903,1527011.0,36033948.0,2181755,4459.0
1304,1806,1806,414908,36521671.0,1,0,5,5,12.4303,402250.0,2180828.0,35146,8326.0
1305,1809,1809,415129,31616089.0,0,0,50,2,23.7556,268412.0,4132681.0,77458,9339.0
1306,1810,1810,410823,46590129.0,0,0,3,3,1.1307,378166.0,875516.0,1460,2940.0
1307,1811,1811,414464,36443867.0,0,0,3,1,8.2464,395629.0,2573624.0,133582,8485.0
1308,1815,1815,406617,31398294.0,0,0,50,4,29.7629,125290.0,8221283.0,319540,9058.0
1309,1816,1816,406617,31398294.0,0,0,50,2,8.527700000000001,88000.0,8221283.0,319540,9058.0
1310,1817,1817,413577,17055369.0,0,0,10,3,22.706,183793.0,4047621.0,78013,10549.0
1311,1818,1818,414212,35951958.0,0,0,2,4,10.2362,44450.0,188358.0,32503,5362.0
1312,1819,1819,414601,46186123.0,0,0,5,3,0.4888,98200.0,1563611.0,127751,3268.0
1313,1820,1820,413377,36227552.0,0,0,5,1,0.1386,90926.0,7171948.0,306377,8051.0
1314,1821,1821,413377,36227552.0,0,0,5,1,0.1507,66350.0,7171948.0,306377,8051.0
1315,1822,1822,406207,36352306.0,0,0,25,3,13.3688,443938.0,2748872.0,-21595,5165.0
1316,1824,1824,413588,31333320.0,0,0,1000,7,37.2427,689400.0,236127000.0,16033000,9621.0
1317,1825,1825,413210,36851264.0,0,0,5,2,11.5815,81544.0,4725046.0,81086,4569.0
1318,1826,1826,413210,36712736.0,0,0,10,3,42.2883,34655.0,1251631.0,96118,4885.0
1319,1827,1827,413210,36851264.0,0,0,5,2,22.6601,1421.0,4725046.0,81086,4569.0
1320,1828,1828,413953,31567282.0,1,0,10,2,0.00030000000000000003,304000.0,854104.0,8595,10157.0
1321,1830,1830,414232,36762555.0,0,0,5,2,0.8449,214472.0,516074.0,7544,4774.0
1322,1831,1831,414696,17317282.0,0,0,500,6,31.9259,205535.0,146410075.0,4344207,10552.0
1323,1833,1833,411106,51122103.0,0,0,1,13,0.0,1494686.0,163557.0,105,951.0
1324,1834,1834,411106,36413151.0,0,0,2,13,0.0,1494686.0,2043521.0,48070,6077.0
1325,1836,1836,411106,36716910.0,0,0,2,13,0.0,1494686.0,243374.0,2995,4878.0
1326,1837,1837,411106,36598089.0,0,0,10,13,0.0,1494686.0,1164304.0,34201,5325.0
1327,1838,1838,411106,43931898.0,0,0,1,13,0.0,1494686.0,98363.0,-19780,4472.0
1328,1848,1848,409545,36228427.0,0,0,25,1,0.308,289951.0,7542053.0,271048,7975.0
1329,1851,1851,411116,36422592.0,0,0,5,8,0.0,1584000.0,1768352.0,17867,5721.0
1330,1852,1852,411116,44645546.0,0,0,5,8,0.0,1584000.0,13366524.0,393016,4086.0
1331,1854,1854,411116,36413151.0,0,0,2,8,0.0,1584000.0,2043521.0,48070,6077.0
1332,1856,1856,411116,36519189.0,0,0,1,8,0.0,1584000.0,129231.0,-794,8436.0
1333,1857,1857,411116,36598089.0,0,0,10,8,0.0,1584000.0,1164304.0,34201,5325.0
1334,1858,1858,411116,36627330.0,0,0,3,8,0.0,1584000.0,1695898.0,3016,5782.0
1335,1861,1861,412627,43897452.0,0,0,2,3,24.166,82521.0,1842369.0,169658,4503.0
1336,1862,1862,407749,31732704.0,0,0,2,9,41.0249,338302.0,268508.0,7417,8641.0
1337,1864,1864,413944,36569305.0,0,0,5,3,1.7748,162331.0,651060.0,122,6259.0
1338,1866,1866,406359,36415600.0,0,0,10,2,11.800999999999998,337759.0,5206646.0,12175,5949.0
1339,1868,1868,412514,36399621.0,0,0,25,4,0.4048000000000001,1516137.0,10949896.0,534490,6881.0
1340,1869,1869,414362,31326650.0,0,0,250,2,0.5686,249750.0,71898259.0,2282408,10172.0
1341,1870,1870,414755,44688997.0,0,0,5,4,16.1001,329222.0,1973555.0,11167,4055.0
1342,1871,1871,412569,44390823.0,0,0,500,7,0.0,666946.0,33262718.0,-1253375,4198.0
1343,1872,1872,412569,36767221.0,0,0,0,7,0.0,666946.0,227144.0,-4038,4759.0
1344,1874,1874,412569,36365998.0,0,0,1,7,0.0,666946.0,315320.0,10053,5080.0
1345,1875,1875,412569,36621838.0,0,0,1,7,0.0,666946.0,161931.0,-235,5994.0
1346,1876,1876,412569,46346163.0,0,0,2,7,0.0,666946.0,610870.0,2534,3156.0
1347,1878,1878,410360,36460141.0,0,0,50,2,6.4537,1016575.0,4429080.0,10573,7701.0
1348,1881,1881,412032,46794662.0,0,0,3,3,0.2554,213000.0,1524823.0,28323,2814.0
1349,1882,1882,411303,46028510.0,0,0,3,1,0.0225,346125.0,1009658.0,68230,3374.0
1350,1883,1883,414858,36351521.0,0,0,5,3,0.1214,184506.0,1598969.0,83108,5188.0
1351,1885,1885,411902,36249297.0,0,0,10,2,0.4348,230000.0,2050767.0,35659,6552.0
1352,1888,1888,413700,36837075.0,0,0,10,1,5.263,411666.0,6958055.0,829738,4604.0
1353,1890,1890,408278,36415600.0,0,0,10,3,16.098399999999998,302700.0,5206646.0,12175,5949.0
1354,1891,1891,408278,36415600.0,0,0,10,3,18.8732,21300.0,5206646.0,12175,5949.0
1355,1892,1892,408278,36415600.0,0,0,10,3,18.0385,249300.0,5206646.0,12175,5949.0
1356,1893,1893,408278,36415600.0,0,0,10,3,3.9704,34984.0,5206646.0,12175,5949.0
1357,1895,1895,413412,36227552.0,0,0,5,1,0.1386,90926.0,7171948.0,306377,8051.0
1358,1896,1896,413412,36227552.0,0,0,5,1,0.1498,44066.0,7171948.0,306377,8051.0
1359,1898,1898,407707,43779280.0,0,0,10,3,6.272899999999999,194409.0,1080289.0,34882,4577.0
1360,1899,1899,410543,46448764.0,0,1,10,3,8.2133,644137.0,3100701.0,175139,3065.0
1361,1900,1900,413138,31724876.0,0,0,2,1,0.6995,59614.0,62297.0,15974,8793.0
1362,1901,1901,406790,44886021.0,0,0,25,5,19.2068,555740.0,9470170.0,573515,3933.0
1363,1902,1902,411238,35739312.0,0,0,10,2,0.2652,421917.0,1678903.0,12571,8130.0
1364,1905,1905,410238,43989268.0,0,0,100,10,43.0619,451367.0,36033948.0,2181755,4459.0
1365,1906,1906,413358,36227552.0,0,0,5,1,0.1386,90926.0,7171948.0,306377,8051.0
1366,1907,1907,413358,36227552.0,0,0,5,2,0.1507,66350.0,7171948.0,306377,8051.0
1367,1908,1908,413565,45965838.0,0,0,3,5,28.4853,4280321.0,3926328.0,27462,3380.0
1368,1909,1909,413366,36227552.0,0,0,5,1,0.1386,90926.0,7171948.0,306377,8051.0
1369,1910,1910,413366,36227552.0,0,0,5,2,0.1507,66350.0,7171948.0,306377,8051.0
1370,1912,1912,413855,34107100.0,0,0,50,5,13.7876,2122138.0,6027424.0,106050,9369.0
1371,1913,1913,415119,44645686.0,0,0,1,1,0.0,73122.0,5965362.0,174887,4087.0
1372,1914,1914,415016,31686974.0,0,0,25,2,2.6187,173980.0,1362613.0,79944,9543.0
1373,1915,1915,414614,44291809.0,0,0,0,3,2.536,515487.0,181706596.0,10061279,4304.0
1374,1916,1916,407792,30225582.0,0,0,100,2,1.585,400000.0,17452730.0,505024,10377.0
1375,1918,1918,409597,36415367.0,0,0,5,3,0.4357,105567.0,1846097.0,29557,5960.0
1376,1919,1919,413290,44886021.0,0,0,25,8,16.650100000000002,1596979.0,9470170.0,573515,3933.0
1377,1920,1920,412734,48008931.0,0,0,5,5,18.9808,83400.0,927840.0,41930,1911.0
1378,1921,1921,411201,36428001.0,0,0,3,3,1.0001,408650.0,2175351.0,128490,5539.0
1379,1922,1922,413793,46607871.0,0,0,10,4,29.7763,221357.0,846547.0,104692,2938.0
1380,1924,1924,406173,50568795.0,0,0,3,3,7.4348,6900.0,518798.0,-147335,1260.0
1381,1929,1929,412594,47131276.0,0,0,1,2,0.6037,422551.0,1255432.0,181273,2536.0
1382,1930,1930,414452,31333320.0,0,0,1000,3,0.8439,180002.0,236127000.0,16033000,9621.0
1383,1931,1931,412843,31322832.0,0,0,2000,1,0.0,131700.0,3823833000.0,106218000,10226.0
1384,1932,1932,413390,31322832.0,0,0,2000,1,0.0441,199641.0,3823833000.0,106218000,10226.0
1385,1933,1933,158888,31577270.0,0,0,10,7,1.8073,423555.0,4367634.0,126939,9983.0
1386,1934,1934,406326,36415600.0,0,0,10,3,14.315999999999999,163391.0,5206646.0,12175,5949.0
1387,1936,1936,414304,44333986.0,0,0,1,2,12.1057,498262.0,548918.0,-10318,4272.0
1388,1938,1938,412919,36484971.0,0,0,25,4,4.1499,242199.0,8378629.0,291774,6232.0
1389,1939,1939,412503,36382914.0,0,0,20,1,2.5998,107700.0,10469046.0,464414,7835.0
1390,1940,1940,401349,36596086.0,0,0,2,2,1.2809,20766.0,2919217.0,219693,5386.0
1391,1942,1942,414175,36244848.0,0,0,100,2,3.1579,570000.0,5982862.0,-209313,6845.0
1392,1943,1943,412304,36833380.0,0,0,5,7,15.1388,514057.0,9814696.0,100995,4612.0
1393,1944,1944,411331,44004575.0,0,0,5,7,3.3426,487709.0,1436316.0,16907,4440.0
1394,1946,1946,406279,35756748.0,0,0,3,2,1.9956,413400.0,1533786.0,119995,7828.0
1395,1947,1947,407284,47538848.0,1,0,5,3,0.7279,250865.0,1058066.0,108871,2358.0
1396,1948,1948,405769,45262543.0,0,0,5,2,10.1525,189766.0,1604621.0,27852,3828.0
1397,1949,1949,413939,36416851.0,0,0,5,6,0.2424,357228.0,7863135.0,171755,5897.0
1398,1950,1950,411304,48008931.0,0,0,5,5,37.804,106100.0,927840.0,41930,1911.0
1399,1951,1951,414091,31333320.0,0,0,1000,3,6.1549,1107772.0,236127000.0,16033000,9621.0
1400,1952,1952,413916,36580058.0,0,0,25,6,32.9634,713255.0,6674486.0,665,5823.0
1401,1954,1954,405833,50416855.0,0,0,5,2,20.988200000000006,151080.0,1835308.0,2959,1386.0
1402,1956,1956,414398,48146676.0,0,0,250,1,0.0,102680.0,40099070.0,1326776,1819.0
1403,1957,1957,414077,36382914.0,0,0,20,2,0.0,68700.0,10469046.0,464414,7835.0
1404,1959,1959,401283,35935545.0,0,0,2,4,0.5578,172629.0,729653.0,31655,5465.0
1405,1960,1960,401283,36596086.0,0,0,2,2,1.8090000000000002,65450.0,2919217.0,219693,5386.0
1406,1961,1961,401283,36286451.0,0,0,10,3,13.215,64266.0,1887871.0,35818,5159.0
1407,1962,1962,411560,36484971.0,0,0,25,5,10.0048,260705.0,8378629.0,291774,6232.0
1408,1963,1963,413982,31710115.0,0,0,25,3,4.257,248556.0,3872321.0,8860,9074.0
1409,1964,1964,414134,36740519.0,0,0,10,4,16.8101,185014.0,27329827.0,717157,4822.0
1410,1965,1965,414182,17321450.0,0,0,50,1,12.0532,1152261.0,22390260.0,553271,10502.0
1411,1966,1966,414358,36228427.0,0,0,25,3,0.2553,157879.0,7542053.0,271048,7975.0
1412,1967,1967,413595,36302953.0,0,0,25,2,13.7802,343145.0,1560869.0,72819,8065.0
1413,1968,1968,414240,35738511.0,0,0,20,1,0.1706,176471.0,1553259.0,108907,8136.0
1414,1969,1969,414536,36569305.0,0,0,5,2,11.577,370166.0,651060.0,122,6259.0
1415,1973,1973,414568,36734497.0,0,0,10,1,0.6078,78476.0,2096702.0,3618,4832.0
1416,1974,1974,405982,47498731.0,0,0,3,3,1.5511,325326.0,1800222.0,242963,2372.0
1417,1975,1975,413949,17147387.0,0,0,50,7,26.4766,1690332.0,4821866.0,14184,10340.0
1418,1976,1976,406226,36215791.0,0,0,25,2,7.7913999999999985,116963.0,2762234.0,159970,6474.0
1419,1977,1977,409784,36835463.0,0,0,5,5,2.8849,914379.0,602435.0,25197,4606.0
1420,1978,1978,409784,31648410.0,0,0,10,2,1.7262,39278.0,1984472.0,38984,10304.0
1421,1980,1980,414097,36449814.0,0,0,25,1,0.0,130530.0,8155442.0,476683,8281.0
1422,1981,1981,409878,46571698.0,0,0,10,1,0.2039,160387.0,1862489.0,53862,2976.0
1423,1983,1983,414298,31322832.0,0,0,2000,1,0.0,200000.0,3823833000.0,106218000,10226.0
1424,1984,1984,412386,36000124.0,0,0,25,2,8.8142,8000000.0,12544799.0,1941777,8795.0
1425,1985,1985,406161,31577164.0,0,0,5,2,-0.4813,355290.0,420813.0,51043,9984.0
1426,1987,1987,409879,36017671.0,0,0,10,2,4.6974,157215.0,4998035.0,53788,8480.0
1427,1988,1988,412528,36519324.0,0,0,10,6,18.4622,859541.0,707603.0,49336,8427.0
1428,1989,1989,405106,35900008.0,0,0,50,3,0.4731,139296.0,13195418.0,271510,5710.0
1429,1990,1990,405106,35900008.0,0,0,50,3,32.703700000000005,33880.0,13195418.0,271510,5710.0
1430,1991,1991,405106,17639727.0,0,0,5,3,44.47960000000001,22800.0,1704357.0,3057,10612.0
1431,1992,1992,412741,31617913.0,0,0,50,2,28.6153,237831.0,8261285.0,82226,9404.0
1432,1993,1993,412741,31617913.0,0,0,50,1,47.4146,169775.0,8261285.0,82226,9404.0
1433,1994,1994,412906,47607548.0,0,0,2,3,1.0816,198129.0,374623.0,104,2322.0
1434,1997,1997,413023,36424714.0,0,0,10,2,19.9981,124697.0,2179470.0,98401,5650.0
1435,1998,1998,413462,31605052.0,0,0,50,3,16.3851,313700.0,21158364.0,897128,9508.0
1436,1999,1999,408011,36415600.0,0,0,10,2,25.3134,167366.0,5206646.0,12175,5949.0
1437,2000,2000,412365,36229709.0,0,0,50,5,30.589000000000002,3034236.0,11435670.0,409663,7856.0
1438,2001,2001,413610,36228222.0,0,0,50,3,0.5245,207805.0,5163040.0,-88870,7996.0
1439,2004,2004,412513,36662780.0,0,0,10,4,10.4307,843245.0,3424373.0,9291,5013.0
1440,2006,2006,413665,44528035.0,0,0,2,2,23.7251,54200.0,20810.0,-637,4159.0
1441,2007,2007,411925,36524735.0,0,1,20,4,15.3492,166569.0,1985990.0,20456,8193.0
1442,2009,2009,402408,36436810.0,0,0,5,4,27.053700000000006,63581.0,1803138.0,48979,5259.0
1443,2010,2010,412929,36439851.0,1,0,100,2,0.9812,897599.0,32556966.0,1487882,5192.0
1444,2011,2011,412082,31322832.0,0,0,2000,2,0.0,192378.0,3823833000.0,106218000,10226.0
1445,2012,2012,412450,34107100.0,0,0,50,5,7.7109999999999985,214110.0,6027424.0,106050,9369.0
1446,2013,2013,409017,44047622.0,0,0,5,3,23.4212,82703.0,2285200.0,36076,4416.0
1447,2014,2014,409017,36623768.0,0,0,2,2,1.012,318473.0,872428.0,99054,5917.0
1448,2015,2015,409017,31622054.0,0,0,5,4,2.1604,131593.0,650673.0,10355,9236.0
1449,2016,2016,412311,31736700.0,0,0,5,3,1.9398,702043.0,1744366.0,-285168,8577.0
1450,2017,2017,411781,36412678.0,0,0,50,6,27.7133,247625.0,11086833.0,1086543,6117.0
1451,2019,2019,414156,50492471.0,0,0,25,2,10.9746,68522.0,2566023.0,944,1331.0
1452,2022,2022,411524,36187917.0,0,0,25,9,26.0656,186798.0,4072812.0,21163,7815.0
1453,2023,2023,414007,35763418.0,0,1,3,2,0.0,208999.0,2569108.0,5781,7700.0
1454,2024,2024,414072,36542598.0,0,0,10,5,15.6144,414123.0,1272902.0,1698,6875.0
1455,2026,2026,413919,31600891.0,0,0,100,2,9.0329,218113.0,11722957.0,296971,9568.0
1456,2027,2027,414157,36839426.0,0,0,10,1,0.0832,161065.0,879380.0,3359,4599.0
1457,2028,2028,409591,47428171.0,0,0,3,3,5.0904,258056.0,411190.0,-75772,2401.0
1458,2029,2029,411566,36656259.0,0,0,5,5,17.4059,652445.0,1767599.0,4263,5031.0
1459,2030,2030,414419,36851264.0,0,0,5,2,23.7191,13896.0,4725046.0,81086,4569.0
1460,2031,2031,414419,36851264.0,0,0,5,2,16.2055,10600.0,4725046.0,81086,4569.0
1461,2032,2032,414419,36851264.0,0,0,5,2,20.9486,12650.0,4725046.0,81086,4569.0
1462,2033,2033,408504,47777818.0,0,0,5,3,6.8056,152155.0,737861.0,50478,2141.0
1463,2034,2034,412939,31651402.0,0,0,500,4,24.5158,678965.0,64164000.0,70000,10226.0
1464,2035,2035,408193,47428171.0,0,0,3,5,16.1169,376035.0,411190.0,-75772,2401.0
1465,2037,2037,404635,45262543.0,0,0,5,2,-0.8064999999999999,124000.0,1604621.0,27852,3828.0
1466,2038,2038,404635,45262543.0,0,0,5,2,44.4444,125000.0,1604621.0,27852,3828.0
1467,2039,2039,404635,45262543.0,0,0,5,2,0.0,225000.0,1604621.0,27852,3828.0
1468,2040,2040,412947,50228455.0,0,0,25,2,13.577,422340.0,8284551.0,293679,1507.0
1469,2041,2041,413248,46731261.0,0,0,5,6,12.8943,509552.0,1351814.0,23158,2869.0
1470,2042,2042,414115,31622666.0,0,0,10,1,0.5455,65256.0,1709995.0,75024,9229.0
1471,2043,2043,414146,47428171.0,0,0,3,3,1.3082,178333.0,411190.0,-75772,2401.0
1472,2044,2044,412956,36837075.0,0,0,10,7,26.8669,278875.0,6958055.0,829738,4604.0
1473,2045,2045,406210,43925197.0,0,0,3,2,15.5224,107638.0,2146495.0,16930,4458.0
1474,2047,2047,412162,46475869.0,1,0,1,4,15.5006,212205.0,1032136.0,7256,3059.0
1475,2048,2048,404618,35806982.0,0,0,25,3,-0.045,1400000.0,3851880.0,167061,6996.0
1476,2050,2050,413601,36568856.0,0,0,20,3,18.982,209583.0,701926.0,6828,6281.0
1477,2051,2051,408472,31641440.0,0,0,25,3,6.7974000000000006,246667.0,8927866.0,376356,8900.0
1478,2054,2054,413483,36740519.0,0,0,10,4,25.8587,211159.0,27329827.0,717157,4822.0
1479,2055,2055,413365,35918501.0,0,1,100,1,2.2138,736300.0,17709686.0,1538698,5570.0
1480,2056,2056,412973,36026506.0,0,0,20,2,6.9579,230775.0,5592940.0,375877,8189.0
1481,2057,2057,153587,44163436.0,0,0,3,6,3.1078,1083679.0,748812.0,11691,4360.0
1482,2058,2058,411998,36471950.0,0,0,10,2,5.7422,276687.0,2257296.0,313429,6982.0
1483,2059,2059,403491,36840629.0,0,0,5,1,2.3028,102050.0,1392204.0,45728,4597.0
1484,2061,2061,408327,36330841.0,0,0,5,2,0.124,100825.0,4132503.0,-318081,6057.0
1485,2063,2063,405531,31641440.0,0,0,25,2,1.6362,26280.0,8927866.0,376356,8900.0
1486,2064,2064,405531,31641440.0,0,0,25,2,1.2939,132160.0,8927866.0,376356,8900.0
1487,2065,2065,405531,31641440.0,0,0,25,2,0.6061000000000001,90750.0,8927866.0,376356,8900.0
1488,2066,2066,405531,36851264.0,0,0,5,2,0.6904,233210.0,4725046.0,81086,4569.0
1489,2067,2067,412747,44101937.0,0,0,50,3,7.8097,848625.0,15722302.0,179527,4403.0
1490,2068,2068,413512,36057185.0,0,0,50,9,27.916,205506.0,3486502.0,37777,6371.0
1491,2071,2071,413624,44690321.0,0,0,20,1,12.1877,65000.0,7773504.0,183268,4041.0
1492,2072,2072,412478,44101937.0,0,0,50,4,12.9863,225769.0,15722302.0,179527,4403.0
1493,2073,2073,413255,35766433.0,0,0,5,2,5.5345,200000.0,175651.0,3321,7647.0
1494,2074,2074,413758,31684343.0,0,0,50,2,0.13090000000000002,791666.0,15696280.0,342135,9590.0
1495,2075,2075,411737,50090224.0,0,0,5,3,36.522,108699.0,573065.0,101533,1581.0
1496,2076,2076,403341,45262543.0,0,0,5,3,0.1449,690000.0,1604621.0,27852,3828.0
1497,2077,2077,413090,36416851.0,0,0,5,3,15.509899999999998,351125.0,7863135.0,171755,5897.0
1498,2079,2079,414542,48146676.0,0,0,250,1,0.0,24186.0,40099070.0,1326776,1819.0
1499,2080,2080,414539,48146676.0,0,0,250,1,0.0,82095.0,40099070.0,1326776,1819.0
1500,2081,2081,412200,31736700.0,0,0,5,4,3.4219,514477.0,1744366.0,-285168,8577.0
1501,2083,2083,413268,46474455.0,0,0,3,3,1.4492,56996.0,1070522.0,26706,3053.0
1502,2084,2084,413268,46474455.0,0,0,3,3,11.2903,9300.0,1070522.0,26706,3053.0
1503,2089,2089,414224,47587580.0,0,0,3,4,13.7874,105263.0,564814.0,-38844,2288.0
1504,2090,2090,412767,35755326.0,0,0,10,2,-0.1469,105502.0,12853462.0,2997160,7857.0
1505,2091,2091,412767,35755326.0,0,0,10,2,0.1153,44234.0,12853462.0,2997160,7857.0
1506,2092,2092,412517,34113924.0,0,0,250,2,0.4952,264933.0,319548045.0,1503146,9241.0
1507,2093,2093,403542,46647619.0,0,0,5,3,13.839199999999998,275550.0,1508788.0,30891,2905.0
1508,2094,2094,406197,34120297.0,0,0,25,2,1.8487,142535.0,9250162.0,28567,9134.0
1509,2095,2095,407970,36650811.0,0,0,10,3,5.0983,283293.0,4533408.0,172560,5046.0
1510,2098,2098,413215,46120602.0,0,0,150,1,32.901399999999995,274785.0,21818844.0,346238,3317.0
1511,2099,2099,412479,46241370.0,0,0,5,2,4.5695,262830.0,1113387.0,-7011,3226.0
1512,2100,2100,412954,35763469.0,0,1,2000,3,0.0,60000.0,713495000.0,106302000,7700.0
1513,2101,2101,413780,46186123.0,0,0,5,5,12.398,91063.0,1563611.0,127751,3268.0
1514,2102,2102,407335,43940196.0,0,0,1,2,3.9633,1038537.0,1273901.0,56832,4483.0
1515,2103,2103,411795,31625657.0,0,1,500,2,17.8213,41400.0,506624672.0,2283408,9180.0
1516,2104,2104,411795,46182870.0,0,0,3,3,0.0,321006.0,4544838.0,417163,3256.0
1517,2105,2105,412022,46475869.0,1,0,1,3,9.9242,265403.0,1032136.0,7256,3059.0
1518,2106,2106,412936,17317282.0,0,0,500,3,0.299,260842.0,146410075.0,4344207,10552.0
1519,2107,2107,411223,44886021.0,0,0,25,3,13.120499999999998,782666.0,9470170.0,573515,3933.0
1520,2109,2109,413756,36560537.0,0,0,5,2,5.7620000000000005,69420.0,1741652.0,109414,5812.0
1521,2110,2110,412902,17317282.0,0,0,500,5,5.755,257096.0,146410075.0,4344207,10552.0
1522,2111,2111,408325,36328031.0,0,0,5,2,0.3581,2944780.0,2106736.0,-56472,6265.0
1523,2113,2113,407834,35935154.0,0,0,3,3,5.0296,288192.0,524519.0,33487,5467.0
1524,2114,2114,411031,31410952.0,0,0,50,2,20.4462,1891430.0,15024655.0,1052820,10249.0
1525,2115,2115,413404,31322301.0,0,0,100,8,22.838,330313.0,40815701.0,338051,10226.0
1526,2116,2116,413094,31413919.0,0,0,25,3,2.5894,91451.0,6701417.0,-39275,10214.0
1527,2117,2117,413094,31413919.0,0,0,25,3,8.115400000000001,20800.0,6701417.0,-39275,10214.0
1528,2120,2120,405077,46095969.0,0,0,25,1,0.0,12761.0,11572379.0,318621,3325.0
1529,2121,2121,405077,36489441.0,0,0,10,1,42.7912,12761.0,2087246.0,246911,5988.0
1530,2122,2122,405077,36785512.0,0,0,150,2,0.0269,22306.0,18439176.0,2027063,4717.0
1531,2123,2123,405684,46241370.0,0,0,5,2,10.0677,150113.0,1113387.0,-7011,3226.0
1532,2124,2124,412318,36673749.0,0,0,10,5,18.9962,227051.0,1680971.0,81541,4979.0
1533,2125,2125,413685,36168572.0,0,0,3,4,5.8847999999999985,1172701.0,1189154.0,175590,8522.0
1534,2126,2126,408477,35741236.0,0,0,25,2,12.5955,79195.0,5934670.0,1394368,8112.0
1535,2128,2128,413005,31651402.0,0,0,500,8,41.5039,915616.0,64164000.0,70000,10226.0
1536,2129,2129,412372,36524735.0,0,1,20,3,18.6117,229640.0,1985990.0,20456,8193.0
1537,2131,2131,413196,47053968.0,0,0,2,1,1.6949,295000.0,11838.0,-38789,2613.0
1538,2133,2133,401276,35900008.0,0,0,50,4,4.4207,11220.0,13195418.0,271510,5710.0
1539,2134,2134,401276,36023981.0,0,0,2,4,2.9663,75145.0,478155.0,2507,8269.0
1540,2135,2135,401276,36286451.0,0,0,10,3,31.8351,72916.0,1887871.0,35818,5159.0
1541,2136,2136,401276,36596086.0,0,0,2,2,1.7715,106970.0,2919217.0,219693,5386.0
1542,2137,2137,405459,46031901.0,0,0,2,1,1.165,412000.0,584241.0,8515,3365.0
1543,2138,2138,413120,36530328.0,0,0,25,5,10.6298,503436.0,3291109.0,8933,7790.0
1544,2139,2139,413363,36382914.0,0,0,20,2,2.7705,98287.0,10469046.0,464414,7835.0
