,Unnamed: 0,index,contract_id,ico,dlhy_nedoplatky,pohladavky_statu,employees,competition,money_saved,money_spent,sales,profit,company_age
0,0,0,422383,31325921.0,1,0,50,2,0.0,111340.0,6765979.0,118069,10185.0
1,1,1,414532,35737328.0,0,0,150,1,0.0014,3661316.0,46926940.0,1308029,8144.0
2,3,3,416837,36627330.0,0,0,3,1,20.7583,994249.0,1695898.0,3016,5782.0
3,4,4,416837,36598089.0,0,0,10,1,0.5224000000000001,1254705.0,1164304.0,34201,5325.0
4,5,5,416837,36598089.0,0,0,10,1,0.0449,1081293.0,1164304.0,34201,5325.0
5,6,6,416837,36716910.0,0,0,2,1,0.498,815681.0,243374.0,2995,4878.0
6,7,7,416837,43931898.0,0,0,1,1,0.0,2262930.0,98363.0,-19780,4472.0
7,9,9,423794,50803522.0,0,0,2,3,17.898,1248544.0,717741.0,7389,1129.0
8,10,10,418547,35728531.0,0,0,50,3,7.285899999999999,5996900.0,13379847.0,180957,8245.0
9,11,11,420787,31437842.0,0,0,25,4,18.1987,531281.0,3532163.0,187631,9816.0
10,12,12,421299,51443287.0,0,0,250,4,0.0,500000.0,109685535.0,131482,786.0
11,13,13,421299,51443287.0,0,0,250,4,0.0,500000.0,109685535.0,131482,786.0
12,17,17,424153,50293893.0,0,0,3,2,22.2467,25370.0,261625.0,42053,1462.0
13,18,18,421577,36017671.0,0,0,10,3,1.8651,182300.0,4998035.0,53788,8480.0
14,19,19,157149,36451614.0,0,0,25,4,0.0,294000.0,8927520.0,80878,8186.0
15,20,20,419704,31350780.0,0,1,25,2,-1.013,78581.0,30210950.0,2044624,9838.0
16,21,21,412751,47428171.0,0,0,3,4,3.9448,288303.0,411190.0,-75772,2401.0
17,22,22,423765,36667102.0,0,0,50,10,44.2041,202875.0,36447797.0,-1101699,5000.0
18,23,23,418602,31606458.0,0,0,25,1,0.0,700000.0,9735498.0,1021785,9485.0
19,24,24,419502,36033987.0,0,0,50,2,2.6385,1196500.0,12673211.0,1516312,7799.0
20,25,25,411113,35777541.0,0,0,3,1,-0.0213,94100.0,1708610.0,109113,7456.0
21,26,26,411113,31625657.0,0,1,500,2,18.248900000000006,94120.0,506624672.0,2283408,9180.0
22,27,27,411113,35777541.0,0,0,3,1,10.8347,115130.0,1708610.0,109113,7456.0
23,28,28,411113,34113924.0,0,0,250,1,0.0089,22409.0,319548045.0,1503146,9241.0
24,29,29,411113,34113924.0,0,0,250,2,-0.0148,148590.0,319548045.0,1503146,9241.0
25,30,30,411113,35777541.0,0,0,3,1,26.805,4820.0,1708610.0,109113,7456.0
26,31,31,417284,36000124.0,0,0,25,1,0.83,1000000.0,12544799.0,1941777,8795.0
27,33,33,418377,31717802.0,1,0,25,7,0.0,27234.0,17783353.0,369611,8912.0
28,34,34,418377,35758481.0,0,0,5,7,45.606,27234.0,9110675.0,1698062,7805.0
29,35,35,418377,34142941.0,0,1,250,7,0.6271,50068.0,594933000.0,4275000,8702.0
30,36,36,418377,31625657.0,0,1,500,7,0.1148,47919.0,506624672.0,2283408,9180.0
31,37,37,419917,31333320.0,0,0,1000,4,7.3865,6149278.0,236127000.0,16033000,9621.0
32,38,38,409173,31320082.0,0,0,10,4,3.0,1182347.0,12904522.0,15125,10256.0
33,39,39,415787,31350780.0,0,1,25,3,3.6801,2201.0,30210950.0,2044624,9838.0
34,40,40,415787,31625657.0,0,1,500,7,32.0035,137663.0,506624672.0,2283408,9180.0
35,41,41,415787,35758481.0,0,0,5,3,13.4191,241023.0,9110675.0,1698062,7805.0
36,42,42,411293,31106064.0,0,1,5,8,17.3629,296166.0,2393162.0,32515,10348.0
37,43,43,415020,31625657.0,0,1,500,5,2.0789,176196.0,506624672.0,2283408,9180.0
38,44,44,415020,31708030.0,0,0,25,4,4.0367,10454.0,96596224.0,1273538,9115.0
39,45,45,415020,34113924.0,0,0,250,5,25.0814,52832.0,319548045.0,1503146,9241.0
40,46,46,413687,36053694.0,0,0,25,2,1.7872,122535.0,12914816.0,313990,6596.0
41,47,47,421779,31625657.0,0,1,500,4,4.7225,3748.0,506624672.0,2283408,9180.0
42,48,48,422755,31350780.0,0,1,25,1,0.0,7680.0,30210950.0,2044624,9838.0
43,49,49,422755,31350780.0,0,1,25,2,21.9829,7680.0,30210950.0,2044624,9838.0
44,50,50,422755,31717802.0,1,0,25,2,0.0,9844.0,17783353.0,369611,8912.0
45,51,51,422755,31350780.0,0,1,25,2,0.0,9844.0,30210950.0,2044624,9838.0
46,52,52,422755,31350780.0,0,1,25,1,23.3333,9844.0,30210950.0,2044624,9838.0
47,53,53,422755,31625657.0,0,1,500,1,0.0,12840.0,506624672.0,2283408,9180.0
48,55,55,419341,35727951.0,0,0,50,3,28.0763,183957.0,16065284.0,139982,8252.0
49,56,56,423599,31326650.0,0,0,250,2,19.012,8300000.0,71898259.0,2282408,10172.0
50,57,57,420981,46447890.0,0,0,20,6,15.7854,613921.0,1098320.0,-103241,3005.0
51,58,58,423444,46061916.0,0,0,1,1,6.6041,2287000.0,616177.0,27675,3351.0
52,60,60,421002,36001741.0,0,0,20,1,0.0,408000.0,650026.0,13641,8765.0
53,61,61,423557,31322051.0,1,0,250,2,39.3743,103532.0,56331000.0,134057000,10226.0
54,62,62,423500,31612989.0,0,0,50,1,0.9307,188357.0,5424791.0,706370,9383.0
55,63,63,423552,31612989.0,0,0,50,1,0.8999999999999999,183000.0,5424791.0,706370,9383.0
56,64,64,422875,51719975.0,0,0,2,3,4.6814,73333.0,98419.0,7830,694.0
57,65,65,422884,17085501.0,0,0,25,2,0.23310000000000006,116666.0,1369631.0,95463,10366.0
58,66,66,422850,46931694.0,0,0,10,4,10.1246,231664.0,642606.0,36715,2695.0
59,67,67,423093,36473219.0,1,0,100,4,4.6028,114408.0,13627705.0,18702,6904.0
60,68,68,421504,36022331.0,0,0,5,5,13.0916,204437.0,1245864.0,-18420,8325.0
61,69,69,422741,35917326.0,1,0,10,6,44.9467,112500.0,957652.0,84987,5580.0
62,70,70,422870,31322051.0,1,0,250,2,0.0436,598153.0,56331000.0,134057000,10226.0
63,71,71,423756,36488712.0,0,0,10,1,6.0323,693323.0,1307285.0,54290,6026.0
64,72,72,423232,35873647.0,0,0,25,4,0.0,1199640.0,13135031.0,171930,5946.0
65,73,73,420692,36741469.0,0,0,3,1,0.0005,794782.0,4392496.0,412286,4818.0
66,74,74,420692,31385265.0,0,0,10,1,2.8145,2433854.0,5537766.0,1787770,9270.0
67,75,75,420692,17312001.0,0,1,25,1,0.0,785300.0,20394341.0,852154,10580.0
68,76,76,420692,47393939.0,0,0,10,1,0.00030000000000000003,319209.0,6221528.0,238143,2434.0
69,78,78,420692,36791245.0,0,0,2,1,0.0002,537707.0,320462.0,43148,4704.0
70,79,79,420692,31350836.0,0,1,5,1,0.0,360289.0,1803774.0,119679,9842.0
71,80,80,420692,35843683.0,0,0,2,1,0.0,258616.0,1756090.0,600339,6434.0
72,81,81,420692,46630759.0,0,0,5,1,0.0006000000000000001,1686839.0,5443810.0,1662223,2946.0
73,82,82,422187,51908352.0,0,0,1,1,0.1569,335866.0,276040.0,56244,604.0
74,83,83,412980,31573258.0,0,0,10,8,7.5822,1409216.0,2902809.0,115904,10033.0
75,84,84,422867,47664720.0,0,0,1,12,23.1976,654187.0,759915.0,4553,2275.0
76,87,87,423663,35743565.0,0,0,25,5,0.0,157586.0,274023221.0,3069216,8091.0
77,88,88,423185,35815256.0,0,0,500,1,0.0,116320.0,1109526000.0,220935000,6878.0
78,89,89,420173,36289906.0,0,0,25,3,2.6012,66086.0,2079640.0,29963,5143.0
79,90,90,420173,47188049.0,0,0,3,3,1.7976,18858.0,1919671.0,11359,2485.0
80,91,91,423033,46715894.0,0,0,25,6,9.5128,782799.0,15419282.0,49411,2879.0
81,92,92,422662,36399281.0,0,0,10,2,5.473999999999998,177200.0,4180377.0,35613,6901.0
82,93,93,422972,46715894.0,0,0,25,5,16.1649,392431.0,15419282.0,49411,2879.0
83,94,94,423053,35720905.0,0,0,5,1,0.0,125000.0,987279.0,55351,8353.0
84,95,95,421211,44512686.0,0,1,5,1,0.0,2083333.0,1301964.0,97138,4165.0
85,96,96,422013,46282041.0,0,0,5,2,13.3152,548200.0,1102442.0,10598,3204.0
86,97,97,422703,31612989.0,0,0,50,1,0.0,165495.0,5424791.0,706370,9383.0
87,98,98,422689,31322832.0,0,0,2000,1,0.0,98820.0,3823833000.0,106218000,10226.0
88,99,99,421129,31626025.0,0,0,10,4,0.1467,2079049.0,2639750.0,-19659,9176.0
89,100,100,422221,35689943.0,0,0,1,1,0.0,256363.0,317260.0,13295,8764.0
90,101,101,422221,50085999.0,0,1,25,1,0.0,155466.0,8764074.0,61526,1596.0
91,102,102,422718,51424843.0,0,0,5,3,10.2136,808585.0,525425.0,27139,799.0
92,104,104,418744,35975946.0,0,0,50,2,3.85,18000000.0,10157935.0,478801,5209.0
93,105,105,160460,34109919.0,1,0,50,4,13.9483,167167.0,3720909.0,742596,9317.0
94,106,106,419266,36175684.0,0,0,1,1,25.916,75571.0,460544.0,7844,8319.0
95,107,107,419266,31398294.0,0,0,50,2,26.8788,55986.0,8221283.0,319540,9058.0
96,108,108,422721,36740519.0,0,0,10,4,8.3491,1121193.0,27329827.0,717157,4822.0
97,109,109,422902,36226904.0,0,0,25,8,11.6905,191874.0,3352217.0,25539,8109.0
98,110,110,422743,36638404.0,0,0,20,2,1.3584,221000.0,7689743.0,402077,5445.0
99,111,111,422930,31442552.0,0,0,25,1,0.1621,558750.0,2635708.0,204299,9744.0
100,113,113,416476,46586831.0,0,0,5,3,8.8255,21925.0,704652.0,2720,2962.0
101,114,114,416476,36554219.0,0,0,10,1,43.4144,19990.0,2248038.0,217283,6093.0
102,115,115,416476,43897452.0,0,0,2,5,4.8886,35327.0,1842369.0,169658,4503.0
103,116,116,418761,35840005.0,0,0,3,2,8.125,14400000.0,3293978.0,378170,6505.0
104,117,117,423665,34115901.0,0,0,500,1,0.050100000000000006,129628.0,48910806.0,4298540,9206.0
105,118,118,423147,35954612.0,0,0,250,1,6.2688,1734268.0,42390465.0,-360506,5339.0
106,120,120,418582,47454547.0,0,0,2,3,7.546899999999999,33696.0,1351657.0,15877,2396.0
107,121,121,418582,47454547.0,0,0,2,3,1.3702,19486.0,1351657.0,15877,2396.0
108,122,122,422423,51453746.0,1,0,25,1,8.5892,216796.0,210.0,-140,749.0
109,124,124,422241,36677281.0,0,0,250,2,0.0,13000000.0,838609000.0,14797000,4969.0
110,125,125,422861,17085501.0,0,0,25,3,0.08940000000000001,81666.0,1369631.0,95463,10366.0
111,126,126,423042,35815256.0,0,0,500,3,39.40020000000001,273377.0,1109526000.0,220935000,6878.0
112,127,127,421126,31435076.0,0,0,25,3,4.9502,83188.0,2905435.0,162068,9855.0
113,128,128,421126,31435076.0,0,0,25,3,3.5448,15036.0,2905435.0,162068,9855.0
114,129,129,421126,31435076.0,0,0,25,3,19.2476,41943.0,2905435.0,162068,9855.0
115,130,130,423127,31665004.0,0,0,2,1,0.0,1200000.0,198784.0,-12968,9983.0
116,131,131,422118,36211451.0,1,1,150,2,30.5272,665099.0,5677811.0,261953,6707.0
117,132,132,423790,35900008.0,0,0,50,2,6.1484999999999985,189640.0,13195418.0,271510,5710.0
118,133,133,422963,31396674.0,0,0,100,2,3.0199,695972.0,12219371.0,3006571,9087.0
119,134,134,421899,35937548.0,0,0,5,2,0.6721,17407.0,1059726.0,48126,5454.0
120,135,135,421899,35937548.0,0,0,5,3,14.8961,42454.0,1059726.0,48126,5454.0
121,137,137,421696,35840463.0,0,0,50,2,0.0,103500.0,9102463.0,1880574,6497.0
122,138,138,410355,31106064.0,0,1,5,7,17.1203,316034.0,2393162.0,32515,10348.0
123,139,139,421121,43885306.0,0,0,5,2,1.5703000000000005,29039.0,344747.0,4160,4492.0
124,140,140,421121,50293893.0,0,0,3,1,46.3905,28583.0,261625.0,42053,1462.0
125,141,141,421119,31680259.0,0,0,10,4,13.7131,15817.0,1973232.0,324224,9674.0
126,142,142,412703,36580040.0,0,0,10,1,8.4592,488462.0,1155222.0,55551,5813.0
127,143,143,420760,36415600.0,0,0,10,3,1.3135,142066.0,5206646.0,12175,5949.0
128,144,144,423102,17055369.0,0,0,10,3,15.5582,349353.0,4047621.0,78013,10549.0
129,146,146,421881,44886021.0,0,0,25,2,1.5211,958580.0,9470170.0,573515,3933.0
130,147,147,418950,36449717.0,0,0,50,4,7.1816,247661.0,12448812.0,82999,8248.0
131,148,148,417912,43835058.0,0,0,5,2,0.95,113680.0,893400.0,104082,4548.0
132,149,149,418678,48146676.0,0,0,250,3,37.9156,206171.0,40099070.0,1326776,1819.0
133,151,151,423299,36399281.0,0,0,10,2,5.473999999999998,177200.0,4180377.0,35613,6901.0
134,153,153,418977,31625657.0,0,1,500,2,3.8047,402450.0,506624672.0,2283408,9180.0
135,154,154,418977,31717802.0,1,0,25,3,-1.8704,86561.0,17783353.0,369611,8912.0
136,156,156,421102,31708030.0,0,0,25,6,3.7402,1046625.0,96596224.0,1273538,9115.0
137,157,157,421102,31625657.0,0,1,500,6,7.399,51034.0,506624672.0,2283408,9180.0
138,158,158,419246,47079690.0,0,0,5,3,2.1704,2325369.0,1993776.0,-298638,2598.0
139,159,159,420587,50401815.0,0,0,3,1,2.202,990000.0,1096390.0,52147,1388.0
140,161,161,419931,36837075.0,0,0,10,4,0.0374,384642.0,6958055.0,829738,4604.0
141,162,162,423516,31429220.0,0,0,25,2,6.6579999999999995,410000.0,4477720.0,655479,9942.0
142,163,163,423507,31429220.0,0,0,25,1,5.7741,405500.0,4477720.0,655479,9942.0
143,164,164,422404,44364261.0,0,0,5,2,5.3401999999999985,290646.0,899766.0,14914,4250.0
144,165,165,422407,36412678.0,0,0,50,2,1.0345,254820.0,11086833.0,1086543,6117.0
145,166,166,422959,30810701.0,0,0,50,1,0.0,219848.0,6367603.0,3442820,9981.0
146,167,167,423518,31429220.0,0,0,25,2,4.4075000000000015,400000.0,4477720.0,655479,9942.0
147,168,168,420645,47454547.0,0,0,2,3,0.6254,35976.0,1351657.0,15877,2396.0
148,169,169,418695,36418633.0,0,0,5,10,21.5919,197296.0,3374882.0,15591,5837.0
149,171,171,422503,36740519.0,0,0,10,2,32.7502,1300000.0,27329827.0,717157,4822.0
150,172,172,420756,50293893.0,0,0,3,3,5.274,41923.0,261625.0,42053,1462.0
151,173,173,420756,36289906.0,0,0,25,4,3.6178,17773.0,2079640.0,29963,5143.0
152,174,174,420918,50401815.0,0,0,3,2,1.9,1900000.0,1096390.0,52147,1388.0
153,175,175,423485,31393578.0,0,0,2,1,0.0,220900.0,1286471.0,31940,9138.0
154,176,176,421791,50401815.0,0,0,3,2,2.0012,3200000.0,1096390.0,52147,1388.0
155,178,178,422218,30223288.0,0,0,3,3,2.6894,90021.0,1002108.0,56180,10457.0
156,179,179,418460,46258981.0,0,0,1,2,1.5472,19390.0,107149.0,1962,3218.0
157,180,180,422810,31326650.0,0,0,250,1,0.5442,147000.0,71898259.0,2282408,10172.0
158,185,185,422453,45328919.0,0,0,5,4,10.3793,1066666.0,466927.0,-19786,3773.0
159,186,186,419757,35845007.0,0,0,50,4,42.633,310004.0,6309974.0,627096,6415.0
160,187,187,423040,31420877.0,0,0,25,3,2.7102,143899.0,10396911.0,118588,10083.0
161,189,189,422052,31721770.0,0,0,25,6,36.776,314942.0,2514981.0,-72087,8836.0
162,190,190,418368,36289906.0,0,0,25,3,8.5706,23044.0,2079640.0,29963,5143.0
163,191,191,418368,36289906.0,0,0,25,4,9.2777,4624.0,2079640.0,29963,5143.0
164,192,192,415220,43989268.0,0,0,100,7,6.0381,1663795.0,36033948.0,2181755,4459.0
165,193,193,420147,36631124.0,0,0,10000,1,21.0217,4600000.0,331936000.0,1390000,5690.0
166,194,194,400660,35804262.0,0,0,50,4,8.5861,49867285.0,14657095.0,162476,7037.0
167,195,195,421909,35828161.0,0,0,250,1,0.0376,125000.0,152553778.0,1338033,6695.0
168,196,196,414974,44518391.0,0,0,10,1,8.5709,156296.0,4507552.0,288115,4160.0
169,197,197,422424,44553412.0,0,0,25,5,0.0,375000.0,208355296.0,896887,4108.0
170,198,198,409040,36015393.0,0,0,5,3,0.8773,128800.0,727108.0,1248,8542.0
171,199,199,409040,31687849.0,0,0,5,3,0.0,48920.0,1687431.0,252438,9516.0
172,200,200,417931,35763272.0,0,0,2,1,6.2374,114150.0,119658.0,631,7730.0
173,201,201,410268,17330165.0,0,0,150,5,0.8859,700749.0,14087778.0,62618,10417.0
174,203,203,419855,31410952.0,0,0,50,4,7.2116,249085.0,15024655.0,1052820,10249.0
175,204,204,416202,31361552.0,0,0,100,3,1.7857,560000.0,11754740.0,785530,9663.0
176,205,205,422298,35729066.0,0,0,150,1,3.3333000000000004,93000.0,112614051.0,4424105,8249.0
177,206,206,423098,31326650.0,0,0,250,3,3.9369,320000.0,71898259.0,2282408,10172.0
178,208,208,420654,36396222.0,0,0,100,1,0.0,507398.0,38799300.0,970628,7045.0
179,209,209,419972,46729429.0,0,0,10,3,1.8595,364783.0,7276439.0,198731,2837.0
180,210,210,419584,34113924.0,0,0,250,2,3.5633,1758584.0,319548045.0,1503146,9241.0
181,211,211,419584,31625657.0,0,1,500,2,0.5792,594443.0,506624672.0,2283408,9180.0
182,212,212,419584,34113924.0,0,0,250,2,0.0154,715681.0,319548045.0,1503146,9241.0
183,213,213,419584,31625657.0,0,1,500,3,0.1162,58520.0,506624672.0,2283408,9180.0
184,214,214,419584,44023707.0,0,0,3,1,15.099000000000002,659433.0,601729.0,49660,4439.0
185,215,215,419584,34113924.0,0,0,250,2,0.0265,71665.0,319548045.0,1503146,9241.0
186,216,216,419584,31625657.0,0,1,500,1,37.3099,71646.0,506624672.0,2283408,9180.0
187,217,217,419584,50090623.0,0,0,10,1,29.5749,704294.0,3472922.0,211371,1597.0
188,218,218,419584,34113924.0,0,0,250,2,30.7774,1350710.0,319548045.0,1503146,9241.0
189,219,219,419584,31625657.0,0,1,500,2,2.3567,278351.0,506624672.0,2283408,9180.0
190,220,220,420874,36748269.0,0,0,3,1,0.0,1201744.0,1657155.0,182292,4804.0
191,221,221,420874,36748269.0,0,0,3,1,31.6837,82503.0,1657155.0,182292,4804.0
192,222,222,421761,36748269.0,0,0,3,1,42.8215,126649.0,1657155.0,182292,4804.0
193,223,223,421761,36748269.0,0,0,3,1,23.2627,637455.0,1657155.0,182292,4804.0
194,224,224,421787,43990312.0,0,0,1,1,10.0019,268450.0,58337.0,2930,4454.0
195,225,225,422243,44149671.0,0,0,5,2,4.9565,1871861.0,1742618.0,37715,4368.0
196,226,226,422418,47764821.0,0,0,20,1,1.1543,476057.0,6824687.0,220464,2179.0
197,227,227,422416,31573258.0,0,0,10,3,0.0491,216105.0,2902809.0,115904,10033.0
198,228,228,421316,31350780.0,0,1,25,2,-0.0835,21550.0,30210950.0,2044624,9838.0
199,229,229,421316,31625657.0,0,1,500,4,47.2033,21568.0,506624672.0,2283408,9180.0
200,230,230,421316,31717802.0,1,0,25,2,9.1038,40851.0,17783353.0,369611,8912.0
201,231,231,418751,47454547.0,0,0,2,3,1.7935,89045.0,1351657.0,15877,2396.0
202,232,232,418751,47188049.0,0,0,3,3,1.9821,3582.0,1919671.0,11359,2485.0
203,233,233,417651,47454547.0,0,0,2,3,-2.061,86558.0,1351657.0,15877,2396.0
204,234,234,417651,47188049.0,0,0,3,3,4.1785999999999985,3829.0,1919671.0,11359,2485.0
205,235,235,420290,31625657.0,0,1,500,7,24.2005,120200.0,506624672.0,2283408,9180.0
206,236,236,422028,48146676.0,0,0,250,1,0.0,76486.0,40099070.0,1326776,1819.0
207,237,237,422060,34142941.0,0,1,250,1,0.0,153815.0,594933000.0,4275000,8702.0
208,238,238,422060,34142941.0,0,1,250,4,0.0,981664.0,594933000.0,4275000,8702.0
209,239,239,412597,31443443.0,1,0,10,6,15.0942,900000.0,998628.0,149,9696.0
210,240,240,420788,47210621.0,0,0,25,3,0.2877,541556.0,3016179.0,245289,2477.0
211,241,241,413992,36168335.0,1,0,150,3,12.0515,341303.0,13054967.0,-713084,8520.0
212,242,242,421031,31428568.0,0,0,10,4,10.4547,268464.0,2551197.0,25682,9949.0
213,243,243,421473,47764821.0,0,0,20,8,33.115,1435300.0,6824687.0,220464,2179.0
214,244,244,422335,31721770.0,0,0,25,6,14.951900000000002,441896.0,2514981.0,-72087,8836.0
215,245,245,422335,17317282.0,0,0,500,5,-0.22,375824.0,146410075.0,4344207,10552.0
216,246,246,422335,31721770.0,0,0,25,7,30.8683,374999.0,2514981.0,-72087,8836.0
217,247,247,422335,31651402.0,0,0,500,4,7.2456,259243.0,64164000.0,70000,10226.0
218,248,248,422796,46897992.0,0,0,25,2,45.0,80000.0,5211612.0,49664,2732.0
219,249,249,420989,31725775.0,0,0,5,1,3.8333,5400000.0,1630297.0,76931,8773.0
220,250,250,420989,31725775.0,0,0,5,1,3.5000000000000004,660000.0,1630297.0,76931,8773.0
221,251,251,422890,35804751.0,0,0,2,1,0.2225,117290.0,295062.0,13441,7044.0
222,252,252,421631,48146676.0,0,0,250,1,0.0,1461417.0,40099070.0,1326776,1819.0
223,253,253,420866,47764821.0,0,0,20,8,24.0472,2843872.0,6824687.0,220464,2179.0
224,254,254,422000,43860125.0,0,0,25,2,7.1343000000000005,3000000.0,158498434.0,6705076,4528.0
225,255,255,421502,31681051.0,0,0,20,3,8.6435,78024.0,8729225.0,96482,9652.0
226,256,256,421510,47764821.0,0,0,20,3,17.4603,335596.0,6824687.0,220464,2179.0
227,257,257,421665,47764821.0,0,0,20,3,21.9114,252905.0,6824687.0,220464,2179.0
228,258,258,421105,31606296.0,0,1,50,2,3.7216,904166.0,21624512.0,391977,9488.0
229,259,259,413137,50389301.0,0,0,2,2,0.0,265420.0,1028209.0,4975,1406.0
230,260,260,409171,36017671.0,0,0,10,3,9.2839,481866.0,4998035.0,53788,8480.0
231,261,261,413594,36621161.0,0,0,20,2,6.1469999999999985,110705.0,4779202.0,143084,6035.0
232,262,262,413594,36621161.0,0,0,20,2,6.8763000000000005,103900.0,4779202.0,143084,6035.0
233,263,263,413594,36621161.0,0,0,20,2,19.4242,111572.0,4779202.0,143084,6035.0
234,264,264,418010,35810734.0,0,0,200,2,1.6031,176225.0,27608633.0,416656,6939.0
235,265,265,418010,36033987.0,0,0,50,1,6.7746,122089.0,12673211.0,1516312,7799.0
236,266,266,418010,31318347.0,0,0,10,1,15.7458,11800.0,20320975.0,6297992,10303.0
237,267,267,419519,36780979.0,0,0,10,3,30.1652,1921880.0,680889.0,-21477,4726.0
238,268,268,419389,47870583.0,0,0,1,3,18.5269,277596.0,1348587.0,36195,2087.0
239,269,269,422313,31450474.0,0,0,500,2,19.1369,643531.0,115378054.0,8714048,9506.0
240,270,270,413572,36053694.0,0,0,25,2,2.0911,182150.0,12914816.0,313990,6596.0
241,271,271,422246,35828161.0,0,0,250,1,0.02,500000.0,152553778.0,1338033,6695.0
242,272,272,421848,36396222.0,0,0,100,3,15.8028,8739010.0,38799300.0,970628,7045.0
243,273,273,419861,36289906.0,0,0,25,4,19.5986,15547.0,2079640.0,29963,5143.0
244,274,274,419861,36289906.0,0,0,25,3,11.8638,31769.0,2079640.0,29963,5143.0
245,275,275,419861,36289906.0,0,0,25,3,8.0264,61036.0,2079640.0,29963,5143.0
246,276,276,419861,36428353.0,0,0,3,3,22.2798,7720.0,854385.0,48926,5529.0
247,277,277,422143,44557809.0,0,0,5,6,6.9008,504217.0,673975.0,19346,4097.0
248,279,279,419642,34104402.0,0,0,25,4,5.2796,807299.0,1787743.0,362,9424.0
249,280,280,420439,35943653.0,0,0,50,2,2.2967,303956.0,12849794.0,-539879,5417.0
250,281,281,422303,50442201.0,1,0,20,6,4.6785,677973.0,6368725.0,451394,1351.0
251,282,282,422840,50407821.0,0,0,5,1,4.3561999999999985,126510.0,1456634.0,127398,1388.0
252,284,284,417510,36396222.0,0,0,100,1,6.7123,351833.0,38799300.0,970628,7045.0
253,285,285,421314,31731244.0,0,0,50,2,0.9596,1999777.0,9685674.0,308935,8682.0
254,286,286,422709,36547522.0,0,0,10,7,15.2479,601754.0,6047234.0,270671,6555.0
255,288,288,412110,31684343.0,0,0,50,7,11.3851,1583143.0,15696280.0,342135,9590.0
256,289,289,422542,31612989.0,0,0,50,1,0.0,276874.0,5424791.0,706370,9383.0
257,290,290,416794,31657010.0,0,0,100,1,2.6331,10874410.0,11117215.0,212796,10118.0
258,292,292,422764,36021211.0,0,0,50,1,27.9414,402056.0,4677869.0,108580,8372.0
259,294,294,422752,36207047.0,0,0,2,1,22.53,10000.0,183672.0,7850,6915.0
260,295,295,421620,44108672.0,0,0,20,1,0.0,1137745.0,2913418.0,13240,4391.0
261,296,296,421347,47454547.0,0,0,2,2,6.5787,70667.0,1351657.0,15877,2396.0
262,297,297,421347,47454547.0,0,0,2,4,3.3074,38096.0,1351657.0,15877,2396.0
263,298,298,418966,17317282.0,0,0,500,1,2.0253,199821.0,146410075.0,4344207,10552.0
264,300,300,160549,31322832.0,0,0,2000,1,0.0,30000000.0,3823833000.0,106218000,10226.0
265,301,301,414870,35697270.0,0,1,1000,3,30.577,741774.0,549504000.0,74297000,8640.0
266,302,302,416195,31322832.0,0,0,2000,1,0.0,49897307.0,3823833000.0,106218000,10226.0
267,303,303,409060,31402917.0,0,0,3,3,16.9761,1508.0,1064783.0,-26987,8981.0
268,304,304,409060,31402917.0,0,0,3,3,12.126,5047.0,1064783.0,-26987,8981.0
269,305,305,409060,34137921.0,0,0,3,2,12.5369,2712.0,1122773.0,126607,8798.0
270,306,306,409060,35724609.0,0,0,10,2,10.5407,2201.0,9772717.0,955393,8158.0
271,307,307,409060,31589561.0,0,0,25,2,0.0,3905.0,4976376.0,218142,9775.0
272,308,308,409060,35724609.0,0,0,10,1,0.0,2828.0,9772717.0,955393,8158.0
273,309,309,409060,35724609.0,0,0,10,1,32.3445,2828.0,9772717.0,955393,8158.0
274,310,310,409060,35724609.0,0,0,10,1,4.3062000000000005,4180.0,9772717.0,955393,8158.0
275,311,311,409060,31589561.0,0,0,25,2,10.927999999999999,1153.0,4976376.0,218142,9775.0
276,312,312,421830,36173622.0,0,0,5,2,0.3292,74124.0,397196.0,19989,8380.0
277,313,313,417508,31322832.0,0,0,2000,2,6.1747000000000005,744000.0,3823833000.0,106218000,10226.0
278,314,314,410597,35918501.0,0,1,100,1,0.3325,565400.0,17709686.0,1538698,5570.0
279,316,316,406076,31322051.0,1,0,250,1,0.3033,600000.0,56331000.0,134057000,10226.0
280,317,317,421832,36173622.0,0,0,5,2,0.3174,84133.0,397196.0,19989,8380.0
281,319,319,413048,31373861.0,0,0,25,1,0.3792,269500.0,29799537.0,5780004,9449.0
282,320,320,410579,31625657.0,0,1,500,1,43.4931,324686.0,506624672.0,2283408,9180.0
283,322,322,421010,36597708.0,0,0,25,2,1.2063,510563.0,1408532.0,1717,5336.0
284,323,323,421189,50442201.0,1,0,20,3,2.9915000000000003,292363.0,6368725.0,451394,1351.0
285,324,324,421028,31626025.0,0,0,10,2,0.0002,2174494.0,2639750.0,-19659,9176.0
286,325,325,410316,31628541.0,0,0,50,2,28.5997,3000000.0,8590071.0,357102,9123.0
287,326,326,422180,31628222.0,0,0,10,3,17.471600000000002,268292.0,799100.0,16630,9134.0
288,327,327,419617,36837075.0,0,0,10,1,26.3022,895725.0,6958055.0,829738,4604.0
289,329,329,417959,47760265.0,0,0,5,1,8.0578,149358.0,6954694.0,630249,2193.0
290,330,330,402965,17317282.0,0,0,500,6,26.069000000000003,345203.0,146410075.0,4344207,10552.0
291,331,331,419825,31444571.0,0,0,5,1,6.7452,143851.0,2257966.0,107382,9677.0
